Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
,Used 2023 Tesla Model 3 Base,"34,139 mi.","$25,856",,EV Battery Rating | Excellent,Hertz Car Sales Riverside,"Riverside, CA"
,Used 2023 Tesla Model 3 Base,"24,838 mi.","$26,840",,EV Battery Rating | Excellent,Hertz Car Sales Riverside,"Riverside, CA"
,Used 2022 Tesla Model 3 Base,"25,939 mi.","$25,676",,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
,Used 2022 Tesla Model 3 Base,"32,343 mi.","$25,075",,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
,Used 2022 Tesla Model 3 Base,"21,171 mi.","$27,111",$611 price drop,EV Battery Rating | Excellent,Hertz Car Sales Winston Salem,"Winston-Salem, NC"
,Used 2023 Tesla Model 3 Base,"18,482 mi.","$26,955",,,Hertz Car Sales Winston Salem,"Winston-Salem, NC"
,Used 2023 Tesla Model 3 Base,"20,016 mi.","$26,766","$1,407 price drop",EV Battery Rating | Excellent,Hertz Car Sales Riverside,"Riverside, CA"
,Used 2022 Tesla Model 3 Long Range,"50,224 mi.","$27,074",$610 price drop,EV Battery Rating | Excellent,Hertz Car Sales Torrance,"Torrance, CA"
,Used 2022 Tesla Model 3 Long Range,"50,864 mi.","$26,988",$607 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
,Used 2022 Tesla Model 3 Long Range,"6,654 mi.","$35,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax South Broadway - Offering Express Pickup and Home Delivery,"Littleton, CO"
,Used 2022 Tesla Model 3 Base,"26,060 mi.","$25,664",,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
,Used 2022 Tesla Model 3 Long Range,"31,783 mi.","$29,552",$677 price drop,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
,Used 2022 Tesla Model 3 Long Range,"45,118 mi.","$28,619",,EV Battery Rating | Excellent,Hertz Car Sales Raleigh,"Raleigh, NC"
,Used 2022 Tesla Model 3 Base,"37,018 mi.","$24,604",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
,Used 2022 Tesla Model 3 Long Range,"36,473 mi.","$29,811",,EV Battery Rating | Excellent,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
,Used 2023 Tesla Model 3 Base,"19,914 mi.","$27,237",$717 price drop,EV Battery Rating | Excellent,Hertz Car Sales Lynn,"Lynn, MA"
,Used 2022 Tesla Model 3 Base,"31,801 mi.","$26,598",$605 price drop,EV Battery Rating | Excellent,Hertz Car Sales Lynn,"Lynn, MA"
,Used 2016 Tesla Model X 70D,"59,421 mi.","$32,485","$2,040 price drop",EV Battery Rating | Excellent,AutoNation Chevrolet Pembroke Pines,"Pembroke Pines, FL"
,Used 2021 Tesla Model 3 Standard Range Plus,"31,403 mi.","$24,998",,EV Battery Rating | Excellent,STG Auto Group of Bellflower,"Bellflower, CA"
,Used 2023 Tesla Model 3 Performance,"10,278 mi.",Not Priced,,EV Battery Rating | Excellent,STG Auto Group of Bellflower,"Bellflower, CA"
,Used 2020 Tesla Model 3 Standard,"79,231 mi.","$20,859",,EV Battery Rating | Excellent,STG Auto Group of Bellflower,"Bellflower, CA"
,Used 2018 Tesla Model 3,"57,759 mi.","$50,200",,,Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,"Sterling, VA"
,Used 2017 Tesla Model X P100D,"87,629 mi.","$37,000","$1,908 price drop",EV Battery Rating | Excellent,Huntington Beach Hyundai,"Huntington Beach, CA"
,Used 2016 Tesla Model S P100D,"47,355 mi.","$37,995",,EV Battery Rating | Good,Carmel Motors,"Indianapolis, IN"
,Used 2022 Tesla Model 3 Long Range,"65,927 mi.",Not Priced,,EV Battery Rating | Excellent,Hayward Mitsubishi,"Hayward, CA"
,Used 2023 Tesla Model 3 Base,"19,333 mi.","$27,462",$675 price drop,EV Battery Rating | Excellent,Hertz Car Sales Orlando,"Orlando, FL"
,Used 2019 Tesla Model X Long Range,"48,688 mi.","$43,890",$600 price drop,EV Battery Rating | Excellent,O'Meara Ford,"Northglenn, CO"
,Used 2023 Tesla Model 3 Base,"19,298 mi.","$29,000","$1,000 price drop",EV Battery Rating | Excellent,Jackie Cooper Imports,"Tulsa, OK"
,Used 2014 Tesla Model S Performance,"45,169 mi.","$22,995",,,Victory Chevrolet GMC Paola,"Paola, KS"
,Used 2022 Tesla Model 3 Base,"34,060 mi.","$24,920",,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
,Used 2019 Tesla Model S Long Range,"52,777 mi.","$42,998",,EV Battery Rating | Excellent,CarMax San Antonio - Offering Express Pickup and Home Delivery,"San Antonio, TX"
,Used 2021 Tesla Model 3 Long Range,"23,631 mi.","$29,659",,EV Battery Rating | Excellent,Lee Johnson Hyundai of Everett,"Everett, WA"
,Used 2021 Tesla Model S Plaid,"47,261 mi.","$72,888",,EV Battery Rating | Excellent,STG Auto Group of Montclair,"Montclair, CA"
,Used 2022 Tesla Model 3 Base,"34,189 mi.","$23,981",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
,Used 2018 Tesla Model 3 Long Range,"75,143 mi.","$23,950",,,All American Motors,"Tacoma, WA"
,Used 2022 Tesla Model 3 Base,"47,060 mi.",Not Priced,,EV Battery Rating | Excellent,Nissan of White Marsh,"White Marsh, MD"
,Used 2022 Tesla Model 3 Base,"79,935 mi.","$22,995",,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
,Used 2017 Tesla Model S 100D,"67,096 mi.","$36,955",,EV Battery Rating | Excellent,Auto's of Chicago,"Downers Grove, IL"
,Used 2016 Tesla Model X 75D,"57,169 mi.","$42,655",,EV Battery Rating | Excellent,Auto's of Chicago,"Downers Grove, IL"
,Used 2022 Tesla Model 3 Long Range,"49,640 mi.","$26,500",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
,Used 2023 Tesla Model 3 Base,"19,820 mi.","$26,792",$717 price drop,EV Battery Rating | Excellent,Hertz Car Sales Des Plaines,"Des Plaines, IL"
,Used 2022 Tesla Model 3 Base,"59,836 mi.",Not Priced,,EV Battery Rating | Excellent,Jarrett Gordon Ford Lincoln of Winter Haven,"Winter Haven, FL"
,Used 2022 Tesla Model 3 Base,"59,357 mi.","$23,473",$514 price drop,EV Battery Rating | Excellent,Hertz Car Sales Des Plaines,"Des Plaines, IL"
,Used 2022 Tesla Model 3 Base,"45,911 mi.","$27,995","$1,000 price drop",EV Battery Rating | Excellent,Honda World-Downey,"Downey, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"75,448 mi.","$21,999",,,Concord Honda,"Concord, CA"
,Used 2020 Tesla Model S Long Range,"41,877 mi.","$41,999","$2,000 price drop",EV Battery Rating | Excellent,Emich Chevrolet,"Lakewood, CO"
,Used 2022 Tesla Model 3 Long Range,"53,172 mi.","$25,923",$350 price drop,EV Battery Rating | Excellent,North Coast Mitsubishi Bedford,"Bedford, OH"
,Used 2023 Tesla Model 3 Base,"24,365 mi.","$26,181",,,Hertz Car Sales Cincinnati,"Loveland, OH"
,Used 2023 Tesla Model 3 Base,"14,329 mi.","$30,991",,EV Battery Rating | Excellent,Chapman BMW Chandler,"Chandler, AZ"
,Used 2021 Tesla Model S Long Range Dual Motor All-Wheel Drive,"30,867 mi.","$48,598",,,Mercedes-Benz of Fresno,"Fresno, CA"
,Used 2016 Tesla Model S 75D,"116,045 mi.","$24,500",,EV Battery Rating | Excellent,MJ Family Auto Sales,"Kent, WA"
,Used 2015 Tesla Model S 90D 90D WITH GREAT RANGE LOADED,"70,478 mi.","$24,995",$700 price drop,,Net Sales Auto,"Midvale, UT"
,Used 2020 Tesla Model S Long Range,"36,788 mi.","$39,989",,,Corwin Ford of Spokane,"Spokane Valley, WA"
,Used 2020 Tesla Model S Long Range,"36,639 mi.","$41,997",$501 price drop,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
,Used 2018 Tesla Model S 100D,"96,624 mi.","$24,998",$501 price drop,EV Battery Rating | Good,Premium Autos,"Norco, CA"
,Used 2022 Tesla Model 3 Base,"39,641 mi.","$23,999",$500 price drop,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"52,960 mi.","$22,999","$1,000 price drop",EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"44,313 mi.",Not Priced,,,Premium Autos,"Norco, CA"
,Used 2020 Tesla Model 3 Standard,"71,964 mi.","$24,988",$670 price drop,EV Battery Rating | Excellent,Temecula Valley Lexus,"Temecula, CA"
,Used 2021 Tesla Model X Long Range Plus,"27,049 mi.","$56,990",,EV Battery Rating | Excellent,California Beemers Teslers,"Costa Mesa, CA"
,Used 2020 Tesla Model S Long Range,"24,872 mi.","$43,990",$500 price drop,EV Battery Rating | Excellent,California Beemers Teslers,"Costa Mesa, CA"
,Used 2022 Tesla Model 3 Base,"18,063 mi.","$31,998",,EV Battery Rating | Excellent,CarMax Costa Mesa - Offering Express Pickup and Home Delivery,"Costa Mesa, CA"
,Used 2022 Tesla Model 3 Base,"83,155 mi.","$27,285",,,McCluskey Chevrolet,"Cincinnati, OH"
,Used 2019 Tesla Model 3 Long Range,"54,030 mi.","$24,985","$2,013 price drop",EV Battery Rating | Excellent,AutoNation Chevrolet Pembroke Pines,"Pembroke Pines, FL"
,Used 2022 Tesla Model 3 Base,"38,114 mi.","$26,509",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
,Used 2018 Tesla Model 3 Long Range,"49,535 mi.","$26,000",,EV Battery Rating | Excellent,Clement Pre-Owned (St. Charles),"St. Charles, MO"
,Used 2022 Tesla Model 3 Base,"28,638 mi.","$27,396",,EV Battery Rating | Excellent,Hertz Car Sales Bedford,"Bedford, TX"
,Used 2019 Tesla Model S 100D,"66,468 mi.","$34,597",$963 price drop,EV Battery Rating | Excellent,Auburn Chrysler Dodge Jeep Ram,"Auburn, CA"
,Used 2019 Tesla Model 3 Long Range,"53,278 mi.","$24,995","$1,995 price drop",EV Battery Rating | Excellent,Mall of Georgia Ford,"Buford, GA"
,Used 2022 Tesla Model 3 Long Range,"58,326 mi.","$27,990",,EV Battery Rating | Excellent,Armstrong VW,"Gladstone, OR"
,Used 2023 Tesla Model X Plaid,"12,433 mi.","$86,250",$250 price drop,EV Battery Rating | Excellent,BMW of Spokane,"Spokane, WA"
,Used 2020 Tesla Model 3 Long Range,"15,437 mi.","$27,990",,,California Beemers Teslers,"Costa Mesa, CA"
,Used 2022 Tesla Model 3 Performance,"12,411 mi.","$38,885","$1,000 price drop",EV Battery Rating | Excellent,Universal Mitsubishi,"Sherman Oaks, CA"
,Used 2017 Tesla Model S 75,"116,246 mi.","$20,700",$799 price drop,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
,Used 2023 Tesla Model X,"6,971 mi.","$79,997","$4,000 price drop",EV Battery Rating | Excellent,Rairdon's Alfa Romeo Maserati and Fiat of Kirkland,"Kirkland, WA"
,Used 2018 Tesla Model S,"32,355 mi.","$32,299",$200 price drop,EV Battery Rating | Excellent,California Motor Trade 3,"Norco, CA"
,Used 2021 Tesla Model 3 Long Range,"13,127 mi.","$30,991",,EV Battery Rating | Excellent,Prestige Audi,"Lakewood, CO"
,Used 2022 Tesla Model 3 Base,"25,829 mi.","$24,990",,,California Beemers Teslers,"Costa Mesa, CA"
,Used 2022 Tesla Model X Plaid,"3,188 mi.","$85,500",,EV Battery Rating | Excellent,Mercedes-Benz of Pompano,"Pompano Beach, FL"
,Used 2021 Tesla Model 3 Long Range,"18,078 mi.","$27,991",,,Michaels Autos,"Orlando, FL"
,Used 2022 Tesla Model X Base,"24,033 mi.","$74,557",,EV Battery Rating | Excellent,Mercedes-Benz of Sarasota,"SARASOTA, FL"
,Used 2022 Tesla Model 3 Base,"69,381 mi.","$20,191","$1,800 price drop",EV Battery Rating | Excellent,Car Factory Outlet Hollywood,"Fort Lauderdale, FL"
,Used 2022 Tesla Model S Plaid,"19,210 mi.","$72,999","$1,000 price drop",EV Battery Rating | Excellent,BMW of Ramsey,"Ramsey, NJ"
,Used 2023 Tesla Model 3 Long Range,"7,320 mi.","$38,553",$845 price drop,EV Battery Rating | Excellent,Kia of Lincolnwood,"Lincolnwood, IL"
,Used 2022 Tesla Model 3 Base,"67,402 mi.","$19,491","$2,430 price drop",EV Battery Rating | Excellent,Car Factory Outlet Miami,"Miami, FL"
,Used 2022 Tesla Model X Plaid,"10,203 mi.","$81,494",,,Zeigler Honda of Racine,"Mt Pleasent, WI"
,Used 2022 Tesla Model 3 Long Range,"43,470 mi.","$28,795",,EV Battery Rating | Excellent,Beck & Masten Buick GMC North,"Houston, TX"
,Used 2022 Tesla Model 3 Base,"88,297 mi.","$22,390",$110 price drop,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
,Used 2021 Tesla Model 3 Standard Range Plus,"22,185 mi.","$26,913",,EV Battery Rating | Excellent,Ourisman Chevrolet of Bowie - Curbside Pick Up and Home Delivery Available,"Bowie, MD"
,Used 2022 Tesla Model X Base,"7,927 mi.","$75,800",,EV Battery Rating | Excellent,Ultimo Motors East,"Westmont, IL"
,Used 2021 Tesla Model S Plaid Tri Motor All-Wheel Drive,"25,922 mi.","$67,786",,EV Battery Rating | Excellent,Birmingham Luxury Motors,"Birmingham, AL"
,Used 2017 Tesla Model S 75,"64,786 mi.","$32,999",,EV Battery Rating | Excellent,Nexcar,"Spring, TX"
Used,2023 Tesla Model 3 Base,"19,648 mi.","$27,367",,EV Battery Rating | Excellent,Hertz Car Sales Pittsburgh Coraopolis,"Coraopolis, PA"
Used,2021 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"17,128 mi.","$49,000",,EV Battery Rating | Excellent,Drive A Dream,"Marietta, GA"
Used,2023 Tesla Model 3 Base,"21,940 mi.","$27,132","$1,479 price drop",EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
Used,2023 Tesla Model 3 Base,"27,658 mi.","$26,402",$115 price drop,EV Battery Rating | Excellent,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
Used,2019 Tesla Model 3 Standard Range Plus,"21,278 mi.","$28,900",,EV Battery Rating | Excellent,Mazda Roseville,"Roseville, CA"
Used,2016 Tesla Model S 75D,"45,084 mi.","$26,999",,EV Battery Rating | Excellent,Chicago Carmaster,"Wood Dale, IL"
Used,2021 Tesla Model 3 Performance,"46,421 mi.","$37,000",,EV Battery Rating | Excellent,Tacoma Dodge Chrysler Jeep RAM,"Tacoma, WA"
Used,2019 Tesla Model 3 Standard Range,"55,138 mi.","$26,998",,EV Battery Rating | Excellent,CarMax Sacramento South - Offering Express Pickup and Home Delivery,"Sacramento, CA"
Used,2016 Tesla Model S 90D,"117,443 mi.","$19,900",,EV Battery Rating | Good,Premium Autos,"El Monte, CA"
